Concept	Concept nr.	List ID	Word	Stem	Set	Confirmed	Comment	Source	Mediator
the bat	6	22	летучая мышь	27					
the bat	6	80	летучая мышь	27					
the bat	6	137	лъалбот1и	28					
the bat	6	138	лъалбот1и	28					
the bat	6	87	магъыд?	29					
the bat	6	86	махъыхъ	29					
the bat	6	29	учал сича	30					
the bat	6	26	учан сичан	30					
the bat	6	28	учан сичан	30					
the bat	6	29	учан сичан	30					
the bat	6	78	уьл	31					
the bat	6	42	х1ярх1яри	32					
the bat	6	111	хакара	33					
the bat	6	44	хархари	34					
the bat	6	16	ххикри	33					
the bat	6	67	хъархъаба	35					
the bat	6	70	хъархъаба	35					
the bat	6	23	хъархъанаг	35					
the bat	6	82	хъархъанаг	35					
the bat	6	66	хъырхъаба	35					
the bat	6	69	хъырхъаба	35					
the bat	6	51	хыли	36					
the bat	6	48	хьыли	36					
the bat	6	33	ч1ала баппай	37					
the bat	6	90	ч1аппрахан	38					
the bat	6	91	ч1аппрахан	38					
the bat	6	92	ч1аппрахан	38					
the bat	6	72	ч1аппрахил	38					
the bat	6	71	ч1аппрахил подтвердил	38					
the bat	6	131	ч1аппряпп	38					
the bat	6	116	ч1аппрях	38					
the bat	6	57	ч1аппряхъ	38					
the bat	6	117	ч1аппряхъ подтвердил	38					
the bat	6	130	ч1аппуряппу	38					
the bat	6	58	ч1аппыряхъ	38					
the bat	6	93	ч1апряхан	38					
the bat	6	64	"ч1апряхан(нп - ""другое значение"")"	38					
the bat	6	73	ч1апряхил	38					
the bat	6	75	ч1апряхил	38					
the bat	6	98	ч1ирч1апагь	38					
the bat	6	61	ч1яп1рях	38					
the bat	6	118	ч1яп1рях	38					
the bat	6	119	ч1яп1рях п	38					
the bat	6	127	ч1япряб	38					
the bat	6	115	ч1япрях	38					
the bat	6	76	ч1япряхиль	38					
the bat	6	35	чалабапай	37					
the bat	6	99	чапар	38					
the bat	6	128	чапраб	38					
the bat	6	89	чапрасг1ул	38					
the bat	6	94	чапрахан	38					
the bat	6	74	чапряхил	38					
the bat	6	132	чапурппурапу	39					
the bat	6	65	чепелукъ	40					
the bat	6	62	чепелюкь	40					
the bat	6	63	чепелюкь	40					
the bat	6	109	чирхичапар	41					
the bat	6	99	чирхы	42					
the bat	6	24	ччаппрхлинц	38					
the bat	6	129	ччаппряпп	38					
the bat	6	24	ччаппрях	38					
the bat	6	59	ччаппрях	38					
the bat	6	36	чяляпапай	37					
the bat	6	60	чяпрях	38					
the bat	6	126	шакибо	43					
the bat	6	95	шейтнин ччаппряхян	38					
the bat	6	45	шипихыр	44					
the bat	6	47	шипихыр	44					
the beak	7	13	dimdik	1					
the beak	7	52	dimdik	1					
the beak	7	100	dimdik	1					
the beak	7	133	dimdik	1					
the beak	7	101	dimdik podtv	1					
the beak	7	102	dimdik podtv	1					
the beak	7	106	dimdiq	1					
the beak	7	107	dimdiq	1					
the beak	7	108	dimdiq	1					
the beak	7	139	khatm	2					
the beak	7	139	menghar	3					
the beak	7	11	minqaad	4					
the beak	7	11	minqaar	4					
the beak	7	8	möƛ‘ö	5					
the beak	7	14	möƛ‘ö	5					
the beak	7	141	möƛ‘ö	5				Non loan	
the beak	7	140	muč	6				Non loan	
the beak	7	34	NA	NA					
the beak	7	37	NA	NA					
the beak	7	39	NA	NA					
the beak	7	68	NA	NA					
the beak	7	77	NA	NA					
the beak	7	1	nisk'art'	7					
the beak	7	105	nisk'art'	7					
the beak	7	17	nisk'art'i	7					
the beak	7	96	nisk'art'i	7					
the beak	7	97	nisk'art'i	7					
the beak	7	139	shand	8					
the beak	7	103	t'uč	9					
the beak	7	104	t'uč	9					
the beak	7	104	tak zhe kak guby	NA			мусор		
the beak	7	139	tok	10					
the beak	7	45	бок1	11					
the beak	7	46	бок1	11					
the beak	7	47	бок1	11					
the beak	7	25	буIкьи	11					
the beak	7	85	буIкьи	11					
the beak	7	49	бук1	11					
the beak	7	20	бурун	12					
the beak	7	9	гозо	13					
the beak	7	12	гозо	13					
the beak	7	16	гозо	13					
the beak	7	126	гозо	13					
the beak	7	35	гъудзмудз	14					
the beak	7	127	гъузмуз	14					
the beak	7	129	гъузмуз	14					
the beak	7	60	гъюдзмюдз	14					
the beak	7	115	гъюзмюз	14					
the beak	7	63	гъюргъюм	15					
the beak	7	24	гъямгъям	16					
the beak	7	62	гъямгъям	16					
the beak	7	64	гъямгъям	16					
the beak	7	65	гъямгъям	16					
the beak	7	71	гъямгъям	16					
the beak	7	72	гъямгъям	16					
the beak	7	73	гъямгъям	16					
the beak	7	74	гъямгъям	16					
the beak	7	75	гъямгъям	16					
the beak	7	90	гъямгъям	16					
the beak	7	91	гъямгъям	16					
the beak	7	92	гъямгъям	16					
the beak	7	93	гъямгъям	16					
the beak	7	94	гъямгъям	16					
the beak	7	95	гъямгъям	16					
the beak	7	116	гъямгъям	16					
the beak	7	84	гьут1	17					
the beak	7	83	гьут1у	17					
the beak	7	26	димдигъ	1					
the beak	7	28	димдигъ	1					
the beak	7	29	димдигъ	1					
the beak	7	29	димдигъ	1					
the beak	7	31	димдигъ	1					
the beak	7	32	димдигъ	1					
the beak	7	134	димдигъ	1					
the beak	7	135	димдигъ подтвердил	1					
the beak	7	27	димдик	1					
the beak	7	36	дутту	18					
the beak	7	15	з1ок	19					
the beak	7	136	индер	20					
the beak	7	137	к1ол	21					
the beak	7	138	к1ол	21					
